link.citation,con.taxonomy,res.taxonomy,foodweb.name,,,,,,
Cattin Blandenier (2004),Neoscona adianta,Argyra vestita,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pirata piscatorius,Trichoptera,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion pulchellum,Tetramesa sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tibellus maritimus,Cloeon simile,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Tetanocera ferruginea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tettigoniidae,Muscidae copro,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tettigoniidae,Muscidae flor,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Anisoptera,Tetanocera ferruginea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Ceratopogonidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Larinioides sp,Sciaridae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Ilione lineata,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pardosa sp,Hypostenus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Tetrastichus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Argiope bruennichi,Hybotidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Marpissa radiata,Herina parva,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Gabrius fermoralis,Coleoptera,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Zygoptera,Drosophilidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion pulchellum,Pipinculus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Ilione albiseta,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Ilione albiseta,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion pulchellum,Meligethes sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tettigoniidae,Heteroptera,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Herina parva,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Larinioides cornutus,Ichneumonidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Larinioides sp,Lepidoptera,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Clubiona sp,Ceratopogonidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tetragnatha sp,Sciaridae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Trypoxylon attenuatum,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Zygoptera,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Zygoptera,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Larinioides sp,Chrysotus cilipes,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Larinioides sp,Teuchophorus calcaratus,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tettigoniidae,Chloropidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Zygoptera,Cloeon simile,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tetragnatha extensa,Hercostomus assimilis,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Chironomidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Zygoptera,Tetramesa sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Ceratopogonidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tettigoniidae,Herina parva,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pachygnatha sp,Trogophloeus corticinus,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Araneae,Aphtona lutescens,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion sp,Muscidae copro,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion sp,Muscidae flor,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Limnobaris dolorosa,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Marpissa radiata,Hercostomus assimilis,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tetragnatha sp,Chrysotus cilipes,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tetragnatha sp,Psychodidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tetragnatha sp,Teuchophorus calcaratus,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Anisoptera,Limnobaris dolorosa,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Zygoptera,Pipinculus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Zora spinimana,Trogophloeus corticinus,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Ceratopogonidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Herina frondescentiae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Zygoptera,Meligethes sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion pulchellum,Limoniidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Hercostomus assimilis,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Staphylinidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Araneae,Drosophilidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tibellus maritimus,Limoniidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion pulchellum,Argyra vestita,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion pulchellum,Ephydridae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Dolichopus nubilius,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion sp,Chaetocnema confusa,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Hercostomus assimilis,Proctotrupoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Pteronemobius heydenii,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tetramorium sp,Edaphus blŸhweissi,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Ilione albiseta,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Sitticus sp,Ceratopogonidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Coenagrion pulchellum,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Coenagrion pulchellum,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Muscidae copro,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Muscidae flor,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tettigoniidae,Herina frondescentiae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Anisoptera,Ilione albiseta,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion pulchellum,Tetrastichus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Aphidoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tettigoniidae,Hercostomus assimilis,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion sp,Chloropidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Aphidoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Paederus riparius,Erichsonius cinerascens,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Paederus riparius,Stilicus rufipes,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Paederus riparius,Trogophloeus corticinus,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion sp,Herina parva,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Limnia paludicola,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pirata sp,Brachygluta sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Pherbina coryleti,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Pherbina coryleti,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Propylaea quatuordecimpunctata,Aphidoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Araneae,Tetramesa sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Lesteva sicula,Edaphus blŸhweissi,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Araneae,Salticidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Larinioides cornutus,Tetanocera ferruginea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Zygoptera,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Hercostomus assimilis,Hybotidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Anisoptera,Zygoptera,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tetragnatha extensa,Trichoptera,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Chaetocnema confusa,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Clubiona sp,Aphidoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Arctosa sp,Delphacidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Zygoptera,Limoniidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Brachygluta sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Limnia paludicola,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Larinioides cornutus,Cicadella viridis,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Araneae,Pipinculus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Zygoptera,Argyra vestita,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Zygoptera,Ephydridae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Opilionida,Delphacidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Araneae,Delphacidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Araneae,Meligethes sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Chloropidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion sp,Pelochares versicolor,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Marpissa radiata,Trichoptera,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Herina parva,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Salticidae,Aphtona lutescens,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Ceratopogonidae,Emberiza schoeniclus,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pardosa sp,Chrysopidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Zygoptera,Tetrastichus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Argiope bruennichi,Ceratopogonidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pirata piscatorius,Pteronemobius heydenii,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Sciaridae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pardosa prativaga,Chrysopidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion sp,Herina frondescentiae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion sp,Hercostomus assimilis,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Arctosa sp,Jassidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pirata piscatorius,Staphylinidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pardosa sp,Platystethus nodifrons,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Coenagrion pulchellum,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Erichsonius cinerascens,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Stilicus rufipes,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Trogophloeus corticinus,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Cantharis fulvicollis,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Cantharis fulvicollis,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Opilionida,Jassidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Trochosa sp,Hypostenus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pardosa prativaga,Platystethus nodifrons,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Araneae,Jassidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Anisoptera,Coenagrion pulchellum,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Lepidoptera,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Clubiona sp,Sciaridae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tibellus sp,Aphtona lutescens,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tettigoniidae,Trichoptera,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Gnathonarium dentatum,Edaphus blŸhweissi,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion pulchellum,Muscidae copro,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion pulchellum,Muscidae flor,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Larinioides cornutus,Limnobaris dolorosa,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Pherbina coryleti,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Limoniidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Tipulidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Arctosa sp,Chrysopidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Anisoptera,Pherbina coryleti,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pirata piscatorius,Dryops auriculatus,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Theridion sp,Theridiidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Chrysotus cilipes,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Psychodidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Teuchophorus calcaratus,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Argiope bruennichi,Chironomidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Herina frondescentiae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tetragnatha extensa,Ilione lineata,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tibellus sp,Pisaura mirabilis,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Hercostomus assimilis,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Araneae,Argyra vestita,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Araneae,Chrysopidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion sp,Heteroptera,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pirata piscatorius,Pachybrachius sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Marpissa radiata,Proctotrupoidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tettigoniidae,Pentatomidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Salticidae,Tetramesa sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Arctosa sp,Platystethus nodifrons,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Haemopis sanguisuga,Stratiomyidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Oedemera nobilis,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Oedemera nobilis,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pirata sp,Fulgoroidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Staphylinidae,Lycosidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion pulchellum,Chaetocnema confusa,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Limoniidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Tipulidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pardosa sp,Anacaena limbata,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Larinioides cornutus,Ilione albiseta,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Clubiona sp,Chrysotus cilipes,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Clubiona sp,Psychodidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Clubiona sp,Teuchophorus calcaratus,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pardosa prativaga,Anacaena limbata,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pardosa sp,Trichoniscidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Marpissa radiata,Ilione lineata,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tetramorium sp,Anotylus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Tetramorium sp,Bryaxis sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Pardosa prativaga,Trichoniscidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Larinioides sp,Aphtona lutescens,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Salticidae,Pipinculus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Antistea elegans,Anotylus sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Antistea elegans,Bryaxis sp,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Dolichopus nubilius,Fulgoroidea,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
Cattin Blandenier (2004),Coenagrion pulchellum,Chloropidae,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",,,,,,
