link.citation,con.taxonomy,res.taxonomy,foodweb.name,,,,,,
Cattin Blandenier (2004),Dolomedes sp,Cerambycidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Pardosa sp,Platystethus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Pardosa sp,Stilicus rufipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Ensifera,Otitinae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Salticidae,Clubiona sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Zygoptera,Chrysotus cilipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Tettigoniidae,Ceratopogonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Hirudinea,Limoniidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Tibellus sp,Cerambycidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Natrix natrix,Rana sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Dolomedes fimbriatus,Dipogon sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Dolomedes fimbriatus,Episyrphus balteatus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Coenagrion sp,Ichneumonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Dolomedes fimbriatus,Limnephilidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Evarcha arcuata,Lepidoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Cytilus sericeus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Ischnura elegans,Lepidoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Clubiona stagnatilis,Ichneumonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Rana sp,Oligochaeta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Cytilus sericeus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Ensifera,Herina frondescentiae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Tettigoniidae,Sciaridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Libellula quadrimaculata,Cytilus sericeus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Tetragnatha sp,Swammerdamella brevicornis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Ensifera,Muscidae copro,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Ensifera,Muscidae flor,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Evarcha arcuata,Meligethes sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Dolomedes sp,Ichneumonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Somatochlora flavomaculata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Somatochlora sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Coenagrion sp,Lepidoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Salticidae,Chironomidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Herina germinationis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Araneae,Chrysotus cilipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Pardosa prativaga,Platystethus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Pardosa prativaga,Stilicus rufipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Nabidae,Arctosa leopardus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Ischnura elegans,Meligethes sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Tibellus sp,Ichneumonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Elateridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Elateridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Herina parva,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Tetragnatha sp,Ceratopogonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Larinioides cornutus,Limnia paludicola,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Dipogon sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Dipogon sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Episyrphus balteatus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Episyrphus balteatus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Lycosidae,Platystethus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Lycosidae,Stilicus rufipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Ischnura elegans,Drosophilidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Lymnaea stagnalis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Planorbis planorbis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Tettigoniidae,Chironomidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Tettigoniidae,Aphidoidea,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Otitinae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Limnephilidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Limnephilidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Coenagrion sp,Meligethes sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Staphylinidae,Arctosa leopardus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Zygoptera,Ichneumonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Arctosa leopardus,Nestus carbonarius,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Tetragnatha sp,Sciaridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Coenagrion sp,Drosophilidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Oxyloma elegans,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Dolomedes fimbriatus,Sepedon spinipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Nabidae,Aphidoidea,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Ensifera,Neoascia sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Larinioides cornutus,Leptoceridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Marpissa radiata,Herina germinationis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Dolomedes fimbriatus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Herina frondescentiae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Marpissa radiata,Herina parva,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Nabidae,Salticidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Elateridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Zygoptera,Lepidoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Ceratopogonidae,Coronella austriaca,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Elateridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Muscidae copro,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Muscidae flor,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Dolomedes fimbriatus,Zygoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Dipogon sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Episyrphus balteatus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Pirata piraticus,Stilicus rufipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Libellula quadrimaculata,Elateridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Staphylinidae,Aphidoidea,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Dipogon sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Episyrphus balteatus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Tetragnatha sp,Aphidoidea,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Marpissa radiata,Otitinae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Limnephilidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Dolomedes fimbriatus,Sarcophagidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Libellula quadrimaculata,Dipogon sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Libellula quadrimaculata,Episyrphus balteatus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Limnephilidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Dolomedes fimbriatus,Cicadella viridis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Limnobaris dolorosa,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Limnobaris dolorosa,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Zygoptera,Meligethes sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Libellula quadrimaculata,Limnephilidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Tettigoniidae,Chrysotus cilipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Chilocorus bipustulatus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Staphylinidae,Myllaena dubia,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Evarcha arcuata,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Larinioides sp,Swammerdamella brevicornis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Pardosa sp,Cryptobium fracticorne,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Herina germinationis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Ensifera,Coleoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Zygoptera,Drosophilidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Chaetocnema confusa,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Herina parva,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Sepedon spinipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Sepedon spinipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Nabidae,Lycosidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Dolomedes fimbriatus,Clubiona stagnatilis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Tettigoniidae,Cerambycidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Ensifera,Aphidina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Marpissa radiata,Muscidae copro,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Marpissa radiata,Muscidae flor,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Otitinae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Staphylinidae,Platystethus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Staphylinidae,Stilicus rufipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Zygoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Zygoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Neoscona adianta,Neoascia sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Ensifera,Heteroptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Arctosa sp,Platystethus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Arctosa sp,Stilicus rufipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Larinioides cornutus,Pachybrachius sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Ensifera,Chloropidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Agriotes lineatus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Agriotes lineatus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Dolomedes fimbriatus,Coenagrion sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Staphylinidae,Lycosidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Araneae,Bidessus unistriatus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Araneae,Meligethes sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Sarcophagidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Sarcophagidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Nestus sp,Bryaxis sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Limnobaris dolorosa,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Ensifera,Limnia paludicola,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Arctosa leopardus,Nestus ruralis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Rana sp,Lumbricidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Larinioides sp,Sciaridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Tetragnatha sp,Chrysotus cilipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Limnobaris dolorosa,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Ensifera,Ceratopogonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Libellula quadrimaculata,Limnobaris dolorosa,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Dolomedes fimbriatus,Ischnura elegans,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Araneae,Drosophilidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Pardosa prativaga,Cryptobium fracticorne,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sitticus caricis,Swammerdamella brevicornis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Herina frondescentiae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Sepedon spinipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Sepedon spinipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Muscidae copro,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Muscidae flor,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Libellula quadrimaculata,Sepedon spinipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sitticus caricis,Ceratopogonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Tettigoniidae,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Salticidae,Lepidoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Larinioides sp,Chironomidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Zygoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Marpissa radiata,Neoascia sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Zygoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Agriotes lineatus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Pardosa sp,Nestus carbonarius,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Antistea elegans,Bryaxis sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Libellula quadrimaculata,Zygoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Agriotes lineatus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Chilocorus bipustulatus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sitticus caricis,Clubiona sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Sarcophagidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Evarcha arcuata,Herina parva,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Sarcophagidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Libellula quadrimaculata,Agriotes lineatus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Ischnura elegans,Herina germinationis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Dolomedes fimbriatus,Acrididae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Libellula quadrimaculata,Sarcophagidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Lesteva sicula,Bryaxis sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Salticidae,Meligethes sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Tibellus sp,Chironomidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Ischnura elegans,Chaetocnema confusa,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sitticus caricis,Sciaridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Ischnura elegans,Herina parva,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Nabidae,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
